Context,Question,Temperature,Method,Image_Path,Output,Actual
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2334.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2335.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2337.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2338.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2339.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,234.png,0,24
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2340.png,0,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2341.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2342.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,235.png,0,25
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,236.png,1,32
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,237.png,1,17
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,238.png,0,18
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,242.png,0,12
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,243.png,1,5
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,245.png,0,16
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,246.png,1,70
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,247.png,1,64
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,248.png,0,60
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,249.png,1,13
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,250.png,0,65
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,251.png,1,82
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,252.png,0,118
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,253.png,0,116
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,254.png,0,153
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,255.png,0,84
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,257.png,1,127
